updated,date through,zipcode,confirmed_cases\
4/11/20,4/9/20,92101,39\
4/11/20,4/9/20,92102,22\
4/11/20,4/9/20,92103,70\
4/11/20,4/9/20,92104,38\
4/11/20,4/9/20,92105,45\
4/11/20,4/9/20,92106,9\
4/11/20,4/9/20,92107,4\
4/11/20,4/9/20,92108,20\
4/11/20,4/9/20,92109,29\
4/11/20,4/9/20,92110,17\
4/11/20,4/9/20,92111,21\
4/11/20,4/9/20,92113,44\
4/11/20,4/9/20,92114,47\
4/11/20,4/9/20,92115,36\
4/11/20,4/9/20,92116,35\
4/11/20,4/9/20,92117,23\
4/11/20,4/9/20,92118,5\
4/11/20,4/9/20,92119,11\
4/11/20,4/9/20,92120,20\
4/11/20,4/9/20,92121,3\
4/11/20,4/9/20,92122,15\
4/11/20,4/9/20,92123,17\
4/11/20,4/9/20,92124,15\
4/11/20,4/9/20,92126,34\
4/11/20,4/9/20,92127,20\
4/11/20,4/9/20,92128,27\
4/11/20,4/9/20,92129,19\
4/11/20,4/9/20,92130,24\
4/11/20,4/9/20,92131,6\
4/11/20,4/9/20,92136,3\
4/11/20,4/9/20,92139,27\
4/11/20,4/9/20,92154,58\
4/11/20,4/9/20,92161,2\
4/11/20,4/9/20,92173,23\
4/11/20,4/9/20,Unknown*,20\
4/11/20,4/9/20,TOTAL,1693\
4/12/20,4/10/20,91901,1\
4/12/20,4/10/20,91902,16\
4/12/20,4/10/20,91905,1\
4/12/20,4/10/20,91910,48\
4/12/20,4/10/20,91911,56\
4/12/20,4/10/20,91913,34\
4/12/20,4/10/20,91914,8\
4/12/20,4/10/20,91915,20\
4/12/20,4/10/20,91916,1\
4/12/20,4/10/20,91932,10\
4/12/20,4/10/20,91935,4\
4/12/20,4/10/20,91941,12\
4/12/20,4/10/20,91942,26\
4/12/20,4/10/20,91945,15\
4/12/20,4/10/20,91950,37\
4/12/20,4/10/20,91977,39\
4/12/20,4/10/20,91978,6\
4/12/20,4/10/20,92003,1\
4/12/20,4/10/20,92004,1\
4/12/20,4/10/20,92007,4\
4/12/20,4/10/20,92008,9\
4/12/20,4/10/20,92009,17\
4/12/20,4/10/20,92010,13\
4/12/20,4/10/20,92011,9\
4/12/20,4/10/20,92014,13\
4/12/20,4/10/20,92019,41\
4/12/20,4/10/20,92020,60\
4/12/20,4/10/20,92021,58\
4/12/20,4/10/20,92024,30\
4/12/20,4/10/20,92025,22\
4/12/20,4/10/20,92026,10\
4/12/20,4/10/20,92027,18\
4/12/20,4/10/20,92028,9\
4/12/20,4/10/20,92029,12\
4/12/20,4/10/20,92037,34\
4/12/20,4/10/20,92040,14\
4/12/20,4/10/20,92054,8\
4/12/20,4/10/20,92056,12\
4/12/20,4/10/20,92057,10\
4/12/20,4/10/20,92058,8\
4/12/20,4/10/20,92061,2\
4/12/20,4/10/20,92064,18\
4/12/20,4/10/20,92065,10\
4/12/20,4/10/20,92066,2\
4/12/20,4/10/20,92067,12\
4/12/20,4/10/20,92069,10\
4/12/20,4/10/20,92071,17\
4/12/20,4/10/20,92075,4\
4/12/20,4/10/20,92078,14\
4/12/20,4/10/20,92081,13\
4/12/20,4/10/20,92082,3\
4/12/20,4/10/20,92083,10\
4/12/20,4/10/20,92084,12\
4/12/20,4/10/20,92091,2\
4/12/20,4/10/20,92093,4\
4/12/20,4/10/20,92101,40\
4/12/20,4/10/20,92102,22\
4/12/20,4/10/20,92103,72\
4/12/20,4/10/20,92104,40\
4/12/20,4/10/20,92105,49\
4/12/20,4/10/20,92106,9\
4/12/20,4/10/20,92107,5\
4/12/20,4/10/20,92108,20\
4/12/20,4/10/20,92109,29\
4/12/20,4/10/20,92110,18\
4/12/20,4/10/20,92111,21\
4/12/20,4/10/20,92113,44\
4/12/20,4/10/20,92114,48\
4/12/20,4/10/20,92115,36\
4/12/20,4/10/20,92116,36\
4/12/20,4/10/20,92117,23\
4/12/20,4/10/20,92118,5\
4/12/20,4/10/20,92119,12\
4/12/20,4/10/20,92120,21\
4/12/20,4/10/20,92121,3\
4/12/20,4/10/20,92122,15\
4/12/20,4/10/20,92123,17\
4/12/20,4/10/20,92124,15\
4/12/20,4/10/20,92126,33\
4/12/20,4/10/20,92127,20\
4/12/20,4/10/20,92128,28\
4/12/20,4/10/20,92129,19\
4/12/20,4/10/20,92130,24\
4/12/20,4/10/20,92131,6\
4/12/20,4/10/20,92136,3\
4/12/20,4/10/20,92139,29\
4/12/20,4/10/20,92154,65\
4/12/20,4/10/20,92161,2\
4/12/20,4/10/20,92173,25\
4/12/20,4/10/20,Unknown*,27\
4/12/20,4/10/20,TOTAL,1761\
4/13/20,4/11/20,91901,1\
4/13/20,4/11/20,91902,17\
4/13/20,4/11/20,91905,1\
4/13/20,4/11/20,91910,48\
4/13/20,4/11/20,91911,59\
4/13/20,4/11/20,91913,34\
4/13/20,4/11/20,91914,9\
4/13/20,4/11/20,91915,21\
4/13/20,4/11/20,91916,1\
4/13/20,4/11/20,91932,10\
4/13/20,4/11/20,91935,4\
4/13/20,4/11/20,91941,13\
4/13/20,4/11/20,91942,27\
4/13/20,4/11/20,91945,15\
4/13/20,4/11/20,91950,39\
4/13/20,4/11/20,91977,39\
4/13/20,4/11/20,91978,6\
4/13/20,4/11/20,92003,1\
4/13/20,4/11/20,92004,1\
4/13/20,4/11/20,92007,4\
4/13/20,4/11/20,92008,9\
4/13/20,4/11/20,92009,17\
4/13/20,4/11/20,92010,13\
4/13/20,4/11/20,92011,9\
4/13/20,4/11/20,92014,13\
4/13/20,4/11/20,92019,42\
4/13/20,4/11/20,92020,62\
4/13/20,4/11/20,92021,59\
4/13/20,4/11/20,92024,30\
4/13/20,4/11/20,92025,23\
4/13/20,4/11/20,92026,10\
4/13/20,4/11/20,92027,20\
4/13/20,4/11/20,92028,9\
4/13/20,4/11/20,92029,12\
4/13/20,4/11/20,92037,34\
4/13/20,4/11/20,92040,15\
4/13/20,4/11/20,92054,9\
4/13/20,4/11/20,92056,12\
4/13/20,4/11/20,92057,10\
4/13/20,4/11/20,92058,8\
4/13/20,4/11/20,92061,2\
4/13/20,4/11/20,92064,18\
4/13/20,4/11/20,92065,10\
4/13/20,4/11/20,92066,2\
4/13/20,4/11/20,92067,12\
4/13/20,4/11/20,92069,11\
4/13/20,4/11/20,92071,18\
4/13/20,4/11/20,92075,5\
4/13/20,4/11/20,92078,14\
4/13/20,4/11/20,92081,13\
4/13/20,4/11/20,92082,3\
4/13/20,4/11/20,92083,10\
4/13/20,4/11/20,92084,12\
4/13/20,4/11/20,92091,2\
4/13/20,4/11/20,92093,4\
4/13/20,4/11/20,92101,40\
4/13/20,4/11/20,92102,23\
4/13/20,4/11/20,92103,72\
4/13/20,4/11/20,92104,40\
4/13/20,4/11/20,92105,49\
4/13/20,4/11/20,92106,9\
4/13/20,4/11/20,92107,5\
4/13/20,4/11/20,92108,20\
4/13/20,4/11/20,92109,29\
4/13/20,4/11/20,92110,18\
4/13/20,4/11/20,92111,22\
4/13/20,4/11/20,92113,45\
4/13/20,4/11/20,92114,50\
4/13/20,4/11/20,92115,36\
4/13/20,4/11/20,92116,36\
4/13/20,4/11/20,92117,23\
4/13/20,4/11/20,92118,5\
4/13/20,4/11/20,92119,12\
4/13/20,4/11/20,92120,21\
4/13/20,4/11/20,92121,3\
4/13/20,4/11/20,92122,15\
4/13/20,4/11/20,92123,17\
4/13/20,4/11/20,92124,15\
4/13/20,4/11/20,92126,33\
4/13/20,4/11/20,92127,21\
4/13/20,4/11/20,92128,30\
4/13/20,4/11/20,92129,19\
4/13/20,4/11/20,92130,24\
4/13/20,4/11/20,92131,6\
4/13/20,4/11/20,92136,3\
4/13/20,4/11/20,92139,30\
4/13/20,4/11/20,92154,67\
4/13/20,4/11/20,92161,2\
4/13/20,4/11/20,92173,26\
4/13/20,4/11/20,Unknown,36\
4/13/20,4/11/20,Total,1804\
4/14/20,4/12/20,91901,1\
4/14/20,4/12/20,91902,17\
4/14/20,4/12/20,91905,1\
4/14/20,4/12/20,91910,52\
4/14/20,4/12/20,91911,62\
4/14/20,4/12/20,91913,35\
4/14/20,4/12/20,91914,9\
4/14/20,4/12/20,91915,21\
4/14/20,4/12/20,91916,1\
4/14/20,4/12/20,91932,11\
4/14/20,4/12/20,91935,4\
4/14/20,4/12/20,91941,13\
4/14/20,4/12/20,91942,27\
4/14/20,4/12/20,91945,15\
4/14/20,4/12/20,91950,43\
4/14/20,4/12/20,91977,41\
4/14/20,4/12/20,91978,6\
4/14/20,4/12/20,92003,1\
4/14/20,4/12/20,92004,1\
4/14/20,4/12/20,92007,4\
4/14/20,4/12/20,92008,9\
4/14/20,4/12/20,92009,17\
4/14/20,4/12/20,92010,13\
4/14/20,4/12/20,92011,9\
4/14/20,4/12/20,92014,13\
4/14/20,4/12/20,92019,46\
4/14/20,4/12/20,92020,63\
4/14/20,4/12/20,92021,61\
4/14/20,4/12/20,92024,30\
4/14/20,4/12/20,92025,23\
4/14/20,4/12/20,92026,10\
4/14/20,4/12/20,92027,20\
4/14/20,4/12/20,92028,9\
4/14/20,4/12/20,92029,12\
4/14/20,4/12/20,92037,34\
4/14/20,4/12/20,92040,15\
4/14/20,4/12/20,92054,9\
4/14/20,4/12/20,92056,12\
4/14/20,4/12/20,92057,10\
4/14/20,4/12/20,92058,8\
4/14/20,4/12/20,92061,2\
4/14/20,4/12/20,92064,19\
4/14/20,4/12/20,92065,10\
4/14/20,4/12/20,92066,2\
4/14/20,4/12/20,92067,12\
4/14/20,4/12/20,92069,11\
4/14/20,4/12/20,92071,18\
4/14/20,4/12/20,92075,5\
4/14/20,4/12/20,92078,14\
4/14/20,4/12/20,92081,13\
4/14/20,4/12/20,92082,3\
4/14/20,4/12/20,92083,10\
4/14/20,4/12/20,92084,13\
4/14/20,4/12/20,92091,2\
4/14/20,4/12/20,92093,4\
4/14/20,4/12/20,92101,40\
4/14/20,4/12/20,92102,24\
4/14/20,4/12/20,92103,72\
4/14/20,4/12/20,92104,41\
4/14/20,4/12/20,92105,51\
4/14/20,4/12/20,92106,9\
4/14/20,4/12/20,92107,5\
4/14/20,4/12/20,92108,20\
4/14/20,4/12/20,92109,29\
4/14/20,4/12/20,92110,19\
4/14/20,4/12/20,92111,23\
4/14/20,4/12/20,92113,47\
4/14/20,4/12/20,92114,50\
4/14/20,4/12/20,92115,36\
4/14/20,4/12/20,92116,36\
4/14/20,4/12/20,92117,23\
4/14/20,4/12/20,92118,5\
4/14/20,4/12/20,92119,12\
4/14/20,4/12/20,92120,21\
4/14/20,4/12/20,92121,3\
4/14/20,4/12/20,92122,15\
4/14/20,4/12/20,92123,17\
4/14/20,4/12/20,92124,15\
4/14/20,4/12/20,92126,33\
4/14/20,4/12/20,92127,21\
4/14/20,4/12/20,92128,31\
4/14/20,4/12/20,92129,19\
4/14/20,4/12/20,92130,24\
4/14/20,4/12/20,92131,6\
4/14/20,4/12/20,92136,3\
4/14/20,4/12/20,92139,31\
4/14/20,4/12/20,92154,74\
4/14/20,4/12/20,92161,2\
4/14/20,4/12/20,92173,28\
4/14/20,4/12/20,Unknown,36\
4/14/20,4/12/20,Total,1847\
4/15/20,4/13/20,91901,1\
4/15/20,4/13/20,91902,16\
4/15/20,4/13/20,91905,1\
4/15/20,4/13/20,91910,57\
4/15/20,4/13/20,91911,72\
4/15/20,4/13/20,91913,37\
4/15/20,4/13/20,91914,9\
4/15/20,4/13/20,91915,24\
4/15/20,4/13/20,91916,1\
4/15/20,4/13/20,91932,11\
4/15/20,4/13/20,91935,5\
4/15/20,4/13/20,91941,14\
4/15/20,4/13/20,91942,29\
4/15/20,4/13/20,91945,15\
4/15/20,4/13/20,91950,49\
4/15/20,4/13/20,91963,1\
4/15/20,4/13/20,91977,44\
4/15/20,4/13/20,91978,6\
4/15/20,4/13/20,92003,1\
4/15/20,4/13/20,92004,1\
4/15/20,4/13/20,92007,4\
4/15/20,4/13/20,92008,9\
4/15/20,4/13/20,92009,17\
4/15/20,4/13/20,92010,13\
4/15/20,4/13/20,92011,10\
4/15/20,4/13/20,92014,15\
4/15/20,4/13/20,92019,47\
4/15/20,4/13/20,92020,64\
4/15/20,4/13/20,92021,62\
4/15/20,4/13/20,92024,30\
4/15/20,4/13/20,92025,23\
4/15/20,4/13/20,92026,10\
4/15/20,4/13/20,92027,22\
4/15/20,4/13/20,92028,9\
4/15/20,4/13/20,92029,12\
4/15/20,4/13/20,92037,34\
4/15/20,4/13/20,92040,15\
4/15/20,4/13/20,92054,10\
4/15/20,4/13/20,92056,12\
4/15/20,4/13/20,92057,12\
4/15/20,4/13/20,92058,9\
4/15/20,4/13/20,92061,2\
4/15/20,4/13/20,92064,19\
4/15/20,4/13/20,92065,11\
4/15/20,4/13/20,92066,2\
4/15/20,4/13/20,92067,12\
4/15/20,4/13/20,92069,11\
4/15/20,4/13/20,92071,19\
4/15/20,4/13/20,92075,5\
4/15/20,4/13/20,92078,17\
4/15/20,4/13/20,92081,13\
4/15/20,4/13/20,92082,3\
4/15/20,4/13/20,92083,10\
4/15/20,4/13/20,92084,14\
4/15/20,4/13/20,92091,2\
4/15/20,4/13/20,92093,4\
4/15/20,4/13/20,92101,39\
4/15/20,4/13/20,92102,24\
4/15/20,4/13/20,92103,73\
4/15/20,4/13/20,92104,42\
4/15/20,4/13/20,92105,52\
4/15/20,4/13/20,92106,9\
4/15/20,4/13/20,92107,5\
4/15/20,4/13/20,92108,23\
4/15/20,4/13/20,92109,29\
4/15/20,4/13/20,92110,20\
4/15/20,4/13/20,92111,23\
4/15/20,4/13/20,92113,49\
4/15/20,4/13/20,92114,52\
4/15/20,4/13/20,92115,37\
4/15/20,4/13/20,92116,36\
4/15/20,4/13/20,92117,23\
4/15/20,4/13/20,92118,6\
4/15/20,4/13/20,92119,12\
4/15/20,4/13/20,92120,22\
4/15/20,4/13/20,92121,3\
4/15/20,4/13/20,92122,15\
4/15/20,4/13/20,92123,18\
4/15/20,4/13/20,92124,15\
4/15/20,4/13/20,92126,35\
4/15/20,4/13/20,92127,22\
4/15/20,4/13/20,92128,33\
4/15/20,4/13/20,92129,19\
4/15/20,4/13/20,92130,24\
4/15/20,4/13/20,92131,7\
4/15/20,4/13/20,92136,3\
4/15/20,4/13/20,92139,31\
4/15/20,4/13/20,92154,77\
4/15/20,4/13/20,92161,2\
4/15/20,4/13/20,92173,32\
4/15/20,4/13/20,Unknown,41\
4/15/20,4/13/20,Total,1930\
4/16/20,4/14/20,91901,1\
4/16/20,4/14/20,91902,17\
4/16/20,4/14/20,91905,1\
4/16/20,4/14/20,91910,61\
4/16/20,4/14/20,91911,74\
4/16/20,4/14/20,91913,37\
4/16/20,4/14/20,91914,11\
4/16/20,4/14/20,91915,24\
4/16/20,4/14/20,91916,1\
4/16/20,4/14/20,91932,11\
4/16/20,4/14/20,91935,6\
4/16/20,4/14/20,91941,14\
4/16/20,4/14/20,91942,31\
4/16/20,4/14/20,91945,17\
4/16/20,4/14/20,91950,54\
4/16/20,4/14/20,91963,1\
4/16/20,4/14/20,91977,48\
4/16/20,4/14/20,91978,6\
4/16/20,4/14/20,92003,1\
4/16/20,4/14/20,92004,1\
4/16/20,4/14/20,92007,4\
4/16/20,4/14/20,92008,9\
4/16/20,4/14/20,92009,18\
4/16/20,4/14/20,92010,13\
4/16/20,4/14/20,92011,10\
4/16/20,4/14/20,92014,15\
4/16/20,4/14/20,92019,47\
4/16/20,4/14/20,92020,66\
4/16/20,4/14/20,92021,67\
4/16/20,4/14/20,92024,30\
4/16/20,4/14/20,92025,23\
4/16/20,4/14/20,92026,11\
4/16/20,4/14/20,92027,24\
4/16/20,4/14/20,92028,9\
4/16/20,4/14/20,92029,12\
4/16/20,4/14/20,92037,34\
4/16/20,4/14/20,92040,15\
4/16/20,4/14/20,92054,11\
4/16/20,4/14/20,92056,13\
4/16/20,4/14/20,92057,12\
4/16/20,4/14/20,92058,9\
4/16/20,4/14/20,92061,2\
4/16/20,4/14/20,92064,19\
4/16/20,4/14/20,92065,11\
4/16/20,4/14/20,92066,2\
4/16/20,4/14/20,92067,12\
4/16/20,4/14/20,92069,12\
4/16/20,4/14/20,92071,19\
4/16/20,4/14/20,92075,5\
4/16/20,4/14/20,92078,17\
4/16/20,4/14/20,92081,13\
4/16/20,4/14/20,92082,4\
4/16/20,4/14/20,92083,10\
4/16/20,4/14/20,92084,15\
4/16/20,4/14/20,92091,2\
4/16/20,4/14/20,92093,4\
4/16/20,4/14/20,92101,40\
4/16/20,4/14/20,92102,24\
4/16/20,4/14/20,92103,75\
4/16/20,4/14/20,92104,42\
4/16/20,4/14/20,92105,56\
4/16/20,4/14/20,92106,9\
4/16/20,4/14/20,92107,5\
4/16/20,4/14/20,92108,26\
4/16/20,4/14/20,92109,29\
4/16/20,4/14/20,92110,22\
4/16/20,4/14/20,92111,23\
4/16/20,4/14/20,92113,54\
4/16/20,4/14/20,92114,54\
4/16/20,4/14/20,92115,38\
4/16/20,4/14/20,92116,39\
4/16/20,4/14/20,92117,24\
4/16/20,4/14/20,92118,6\
4/16/20,4/14/20,92119,12\
4/16/20,4/14/20,92120,21\
4/16/20,4/14/20,92121,3\
4/16/20,4/14/20,92122,16\
4/16/20,4/14/20,92123,18\
4/16/20,4/14/20,92124,15\
4/16/20,4/14/20,92126,37\
4/16/20,4/14/20,92127,22\
4/16/20,4/14/20,92128,35\
4/16/20,4/14/20,92129,19\
4/16/20,4/14/20,92130,24\
4/16/20,4/14/20,92131,9\
4/16/20,4/14/20,92136,3\
4/16/20,4/14/20,92139,32\
4/16/20,4/14/20,92140,11\
4/16/20,4/14/20,92154,83\
4/16/20,4/14/20,92161,2\
4/16/20,4/14/20,92173,36\
4/16/20,4/14/20,Unknown,32\
4/16/20,4/14/20,Total,2012\
4/17/20,4/15/20,91901,2\
4/17/20,4/15/20,91902,17\
4/17/20,4/15/20,91905,1\
4/17/20,4/15/20,91906,1\
4/17/20,4/15/20,91910,66\
4/17/20,4/15/20,91911,80\
4/17/20,4/15/20,91913,39\
4/17/20,4/15/20,91914,14\
4/17/20,4/15/20,91915,25\
4/17/20,4/15/20,91916,1\
4/17/20,4/15/20,91932,12\
4/17/20,4/15/20,91935,6\
4/17/20,4/15/20,91941,14\
4/17/20,4/15/20,91942,33\
4/17/20,4/15/20,91945,18\
4/17/20,4/15/20,91950,58\
4/17/20,4/15/20,91963,1\
4/17/20,4/15/20,91977,48\
4/17/20,4/15/20,91978,6\
4/17/20,4/15/20,92003,1\
4/17/20,4/15/20,92004,1\
4/17/20,4/15/20,92007,4\
4/17/20,4/15/20,92008,9\
4/17/20,4/15/20,92009,18\
4/17/20,4/15/20,92010,13\
4/17/20,4/15/20,92011,10\
4/17/20,4/15/20,92014,16\
4/17/20,4/15/20,92019,50\
4/17/20,4/15/20,92020,66\
4/17/20,4/15/20,92021,67\
4/17/20,4/15/20,92024,30\
4/17/20,4/15/20,92025,24\
4/17/20,4/15/20,92026,11\
4/17/20,4/15/20,92027,27\
4/17/20,4/15/20,92028,9\
4/17/20,4/15/20,92029,13\
4/17/20,4/15/20,92037,34\
4/17/20,4/15/20,92040,15\
4/17/20,4/15/20,92054,12\
4/17/20,4/15/20,92056,14\
4/17/20,4/15/20,92057,14\
4/17/20,4/15/20,92058,10\
4/17/20,4/15/20,92061,2\
4/17/20,4/15/20,92064,19\
4/17/20,4/15/20,92065,11\
4/17/20,4/15/20,92066,2\
4/17/20,4/15/20,92067,12\
4/17/20,4/15/20,92069,12\
4/17/20,4/15/20,92071,21\
4/17/20,4/15/20,92075,5\
4/17/20,4/15/20,92078,17\
4/17/20,4/15/20,92081,13\
4/17/20,4/15/20,92082,4\
4/17/20,4/15/20,92083,10\
4/17/20,4/15/20,92084,15\
4/17/20,4/15/20,92091,2\
4/17/20,4/15/20,92093,4\
4/17/20,4/15/20,92101,42\
4/17/20,4/15/20,92102,24\
4/17/20,4/15/20,92103,75\
4/17/20,4/15/20,92104,44\
4/17/20,4/15/20,92105,58\
4/17/20,4/15/20,92106,9\
4/17/20,4/15/20,92107,5\
4/17/20,4/15/20,92108,26\
4/17/20,4/15/20,92109,29\
4/17/20,4/15/20,92110,23\
4/17/20,4/15/20,92111,24\
4/17/20,4/15/20,92113,56\
4/17/20,4/15/20,92114,57\
4/17/20,4/15/20,92115,39\
4/17/20,4/15/20,92116,39\
4/17/20,4/15/20,92117,24\
4/17/20,4/15/20,92118,6\
4/17/20,4/15/20,92119,12\
4/17/20,4/15/20,92120,21\
4/17/20,4/15/20,92121,3\
4/17/20,4/15/20,92122,16\
4/17/20,4/15/20,92123,18\
4/17/20,4/15/20,92124,15\
4/17/20,4/15/20,92126,37\
4/17/20,4/15/20,92127,24\
4/17/20,4/15/20,92128,36\
4/17/20,4/15/20,92129,20\
4/17/20,4/15/20,92130,25\
4/17/20,4/15/20,92131,10\
4/17/20,4/15/20,92136,3\
4/17/20,4/15/20,92139,33\
4/17/20,4/15/20,92140,11\
4/17/20,4/15/20,92154,86\
4/17/20,4/15/20,92161,2\
4/17/20,4/15/20,92173,39\
4/17/20,4/15/20,Unknown,37\
4/17/20,4/15/20,Total,2087\
4/18/20,4/16/20,91901,2\
4/18/20,4/16/20,91902,18\
4/18/20,4/16/20,91905,1\
4/18/20,4/16/20,91910,66\
4/18/20,4/16/20,91911,83\
4/18/20,4/16/20,91913,40\
4/18/20,4/16/20,91914,14\
4/18/20,4/16/20,91915,27\
4/18/20,4/16/20,91916,1\
4/18/20,4/16/20,91932,14\
4/18/20,4/16/20,91935,6\
4/18/20,4/16/20,91941,16\
4/18/20,4/16/20,91942,33\
4/18/20,4/16/20,91945,18\
4/18/20,4/16/20,91950,60\
4/18/20,4/16/20,91963,1\
4/18/20,4/16/20,91977,50\
4/18/20,4/16/20,91978,6\
4/18/20,4/16/20,92003,1\
4/18/20,4/16/20,92004,1\
4/18/20,4/16/20,92007,4\
4/18/20,4/16/20,92008,9\
4/18/20,4/16/20,92009,18\
4/18/20,4/16/20,92010,13\
4/18/20,4/16/20,92011,10\
4/18/20,4/16/20,92014,16\
4/18/20,4/16/20,92019,50\
4/18/20,4/16/20,92020,68\
4/18/20,4/16/20,92021,69\
4/18/20,4/16/20,92024,30\
4/18/20,4/16/20,92025,25\
4/18/20,4/16/20,92026,11\
4/18/20,4/16/20,92027,28\
4/18/20,4/16/20,92028,9\
4/18/20,4/16/20,92029,13\
4/18/20,4/16/20,92037,34\
4/18/20,4/16/20,92040,18\
4/18/20,4/16/20,92054,12\
4/18/20,4/16/20,92056,14\
4/18/20,4/16/20,92057,14\
4/18/20,4/16/20,92058,10\
4/18/20,4/16/20,92061,2\
4/18/20,4/16/20,92064,20\
4/18/20,4/16/20,92065,11\
4/18/20,4/16/20,92066,2\
4/18/20,4/16/20,92067,12\
4/18/20,4/16/20,92069,13\
4/18/20,4/16/20,92071,22\
4/18/20,4/16/20,92075,5\
4/18/20,4/16/20,92078,17\
4/18/20,4/16/20,92081,13\
4/18/20,4/16/20,92082,4\
4/18/20,4/16/20,92083,10\
4/18/20,4/16/20,92084,16\
4/18/20,4/16/20,92091,2\
4/18/20,4/16/20,92093,4\
4/18/20,4/16/20,92101,43\
4/18/20,4/16/20,92102,26\
4/18/20,4/16/20,92103,77\
4/18/20,4/16/20,92104,45\
4/18/20,4/16/20,92105,59\
4/18/20,4/16/20,92106,9\
4/18/20,4/16/20,92107,6\
4/18/20,4/16/20,92108,28\
4/18/20,4/16/20,92109,29\
4/18/20,4/16/20,92110,23\
4/18/20,4/16/20,92111,25\
4/18/20,4/16/20,92113,61\
4/18/20,4/16/20,92114,61\
4/18/20,4/16/20,92115,42\
4/18/20,4/16/20,92116,39\
4/18/20,4/16/20,92117,24\
4/18/20,4/16/20,92118,6\
4/18/20,4/16/20,92119,12\
4/18/20,4/16/20,92120,21\
4/18/20,4/16/20,92121,3\
4/18/20,4/16/20,92122,16\
4/18/20,4/16/20,92123,18\
4/18/20,4/16/20,92124,15\
4/18/20,4/16/20,92126,39\
4/18/20,4/16/20,92127,24\
4/18/20,4/16/20,92128,38\
4/18/20,4/16/20,92129,21\
4/18/20,4/16/20,92130,26\
4/18/20,4/16/20,92131,10\
4/18/20,4/16/20,92136,3\
4/18/20,4/16/20,92139,34\
4/18/20,4/16/20,92140,12\
4/18/20,4/16/20,92154,92\
4/18/20,4/16/20,92161,1\
4/18/20,4/16/20,92173,43\
4/18/20,4/16/20,Unknown,41\
4/18/20,4/16/20,Total,2158\
4/19/20,4/17/20,91901,2\
4/19/20,4/17/20,91902,18\
4/19/20,4/17/20,91905,1\
4/19/20,4/17/20,91910,68\
4/19/20,4/17/20,91911,88\
4/19/20,4/17/20,91913,41\
4/19/20,4/17/20,91914,14\
4/19/20,4/17/20,91915,27\
4/19/20,4/17/20,91916,1\
4/19/20,4/17/20,91932,14\
4/19/20,4/17/20,91935,6\
4/19/20,4/17/20,91941,16\
4/19/20,4/17/20,91942,33\
4/19/20,4/17/20,91945,18\
4/19/20,4/17/20,91950,64\
4/19/20,4/17/20,91963,1\
4/19/20,4/17/20,91977,51\
4/19/20,4/17/20,91978,6\
4/19/20,4/17/20,92003,1\
4/19/20,4/17/20,92004,1\
4/19/20,4/17/20,92007,4\
4/19/20,4/17/20,92008,9\
4/19/20,4/17/20,92009,18\
4/19/20,4/17/20,92010,13\
4/19/20,4/17/20,92011,10\
4/19/20,4/17/20,92014,16\
4/19/20,4/17/20,92019,53\
4/19/20,4/17/20,92020,71\
4/19/20,4/17/20,92021,70\
4/19/20,4/17/20,92024,30\
4/19/20,4/17/20,92025,26\
4/19/20,4/17/20,92026,13\
4/19/20,4/17/20,92027,29\
4/19/20,4/17/20,92028,9\
4/19/20,4/17/20,92029,13\
4/19/20,4/17/20,92036,1\
4/19/20,4/17/20,92037,34\
4/19/20,4/17/20,92040,17\
4/19/20,4/17/20,92054,12\
4/19/20,4/17/20,92056,14\
4/19/20,4/17/20,92057,16\
4/19/20,4/17/20,92058,10\
4/19/20,4/17/20,92061,2\
4/19/20,4/17/20,92064,20\
4/19/20,4/17/20,92065,11\
4/19/20,4/17/20,92066,2\
4/19/20,4/17/20,92067,12\
4/19/20,4/17/20,92069,13\
4/19/20,4/17/20,92071,22\
4/19/20,4/17/20,92075,5\
4/19/20,4/17/20,92078,17\
4/19/20,4/17/20,92081,14\
4/19/20,4/17/20,92082,4\
4/19/20,4/17/20,92083,10\
4/19/20,4/17/20,92084,17\
4/19/20,4/17/20,92091,2\
4/19/20,4/17/20,92093,4\
4/19/20,4/17/20,92101,44\
4/19/20,4/17/20,92102,28\
4/19/20,4/17/20,92103,78\
4/19/20,4/17/20,92104,45\
4/19/20,4/17/20,92105,60\
4/19/20,4/17/20,92106,9\
4/19/20,4/17/20,92107,6\
4/19/20,4/17/20,92108,28\
4/19/20,4/17/20,92109,29\
4/19/20,4/17/20,92110,23\
4/19/20,4/17/20,92111,25\
4/19/20,4/17/20,92113,63\
4/19/20,4/17/20,92114,62\
4/19/20,4/17/20,92115,42\
4/19/20,4/17/20,92116,39\
4/19/20,4/17/20,92117,25\
4/19/20,4/17/20,92118,6\
4/19/20,4/17/20,92119,13\
4/19/20,4/17/20,92120,21\
4/19/20,4/17/20,92121,3\
4/19/20,4/17/20,92122,18\
4/19/20,4/17/20,92123,20\
4/19/20,4/17/20,92124,15\
4/19/20,4/17/20,92126,41\
4/19/20,4/17/20,92127,26\
4/19/20,4/17/20,92128,39\
4/19/20,4/17/20,92129,22\
4/19/20,4/17/20,92130,27\
4/19/20,4/17/20,92131,10\
4/19/20,4/17/20,92136,3\
4/19/20,4/17/20,92139,35\
4/19/20,4/17/20,92140,13\
4/19/20,4/17/20,92145,3\
4/19/20,4/17/20,92154,95\
4/19/20,4/17/20,92161,1\
4/19/20,4/17/20,92173,47\
