updated,date through,zipcode,confirmed_cases\
4/19/20,4/17/20,Unknown,35\
4/19/20,4/17/20,Total,2213\
4/20/20,4/18/20,91901,2\
4/20/20,4/18/20,91902,18\
4/20/20,4/18/20,91905,1\
4/20/20,4/18/20,91910,68\
4/20/20,4/18/20,91911,94\
4/20/20,4/18/20,91913,43\
4/20/20,4/18/20,91914,14\
4/20/20,4/18/20,91915,30\
4/20/20,4/18/20,91916,1\
4/20/20,4/18/20,91932,14\
4/20/20,4/18/20,91935,6\
4/20/20,4/18/20,91941,18\
4/20/20,4/18/20,91942,34\
4/20/20,4/18/20,91945,19\
4/20/20,4/18/20,91950,65\
4/20/20,4/18/20,91963,2\
4/20/20,4/18/20,91977,54\
4/20/20,4/18/20,91978,6\
4/20/20,4/18/20,92003,1\
4/20/20,4/18/20,92004,1\
4/20/20,4/18/20,92007,4\
4/20/20,4/18/20,92008,9\
4/20/20,4/18/20,92009,18\
4/20/20,4/18/20,92010,13\
4/20/20,4/18/20,92011,10\
4/20/20,4/18/20,92014,16\
4/20/20,4/18/20,92019,53\
4/20/20,4/18/20,92020,74\
4/20/20,4/18/20,92021,70\
4/20/20,4/18/20,92024,30\
4/20/20,4/18/20,92025,26\
4/20/20,4/18/20,92026,14\
4/20/20,4/18/20,92027,29\
4/20/20,4/18/20,92028,9\
4/20/20,4/18/20,92029,13\
4/20/20,4/18/20,92036,1\
4/20/20,4/18/20,92037,34\
4/20/20,4/18/20,92040,18\
4/20/20,4/18/20,92054,13\
4/20/20,4/18/20,92056,14\
4/20/20,4/18/20,92057,16\
4/20/20,4/18/20,92058,11\
4/20/20,4/18/20,92061,2\
4/20/20,4/18/20,92064,21\
4/20/20,4/18/20,92065,11\
4/20/20,4/18/20,92066,2\
4/20/20,4/18/20,92067,12\
4/20/20,4/18/20,92069,13\
4/20/20,4/18/20,92071,23\
4/20/20,4/18/20,92075,5\
4/20/20,4/18/20,92078,17\
4/20/20,4/18/20,92081,14\
4/20/20,4/18/20,92082,4\
4/20/20,4/18/20,92083,10\
4/20/20,4/18/20,92084,17\
4/20/20,4/18/20,92091,2\
4/20/20,4/18/20,92093,4\
4/20/20,4/18/20,92101,44\
4/20/20,4/18/20,92102,30\
4/20/20,4/18/20,92103,78\
4/20/20,4/18/20,92104,46\
4/20/20,4/18/20,92105,60\
4/20/20,4/18/20,92106,9\
4/20/20,4/18/20,92107,6\
4/20/20,4/18/20,92108,29\
4/20/20,4/18/20,92109,30\
4/20/20,4/18/20,92110,25\
4/20/20,4/18/20,92111,25\
4/20/20,4/18/20,92113,63\
4/20/20,4/18/20,92114,64\
4/20/20,4/18/20,92115,43\
4/20/20,4/18/20,92116,38\
4/20/20,4/18/20,92117,26\
4/20/20,4/18/20,92118,6\
4/20/20,4/18/20,92119,15\
4/20/20,4/18/20,92120,21\
4/20/20,4/18/20,92121,3\
4/20/20,4/18/20,92122,18\
4/20/20,4/18/20,92123,19\
4/20/20,4/18/20,92124,16\
4/20/20,4/18/20,92126,42\
4/20/20,4/18/20,92127,27\
4/20/20,4/18/20,92128,39\
4/20/20,4/18/20,92129,22\
4/20/20,4/18/20,92130,27\
4/20/20,4/18/20,92131,10\
4/20/20,4/18/20,92136,3\
4/20/20,4/18/20,92139,37\
4/20/20,4/18/20,92140,13\
4/20/20,4/18/20,92145,3\
4/20/20,4/18/20,92154,102\
4/20/20,4/18/20,92161,1\
4/20/20,4/18/20,92173,52\
4/20/20,4/18/20,Unknown,33\
4/20/20,4/18/20,Total,2268\
4/21/20,4/19/20,91901,2\
4/21/20,4/19/20,91902,18\
4/21/20,4/19/20,91905,2\
4/21/20,4/19/20,91910,70\
4/21/20,4/19/20,91911,98\
4/21/20,4/19/20,91913,43\
4/21/20,4/19/20,91914,14\
4/21/20,4/19/20,91915,31\
4/21/20,4/19/20,91916,1\
4/21/20,4/19/20,91932,14\
4/21/20,4/19/20,91935,6\
4/21/20,4/19/20,91941,18\
4/21/20,4/19/20,91942,36\
4/21/20,4/19/20,91945,19\
4/21/20,4/19/20,91950,67\
4/21/20,4/19/20,91963,2\
4/21/20,4/19/20,91977,55\
4/21/20,4/19/20,91978,6\
4/21/20,4/19/20,92003,1\
4/21/20,4/19/20,92004,1\
4/21/20,4/19/20,92007,4\
4/21/20,4/19/20,92008,9\
4/21/20,4/19/20,92009,18\
4/21/20,4/19/20,92010,13\
4/21/20,4/19/20,92011,10\
4/21/20,4/19/20,92014,16\
4/21/20,4/19/20,92019,53\
4/21/20,4/19/20,92020,76\
4/21/20,4/19/20,92021,72\
4/21/20,4/19/20,92024,30\
4/21/20,4/19/20,92025,30\
4/21/20,4/19/20,92026,14\
4/21/20,4/19/20,92027,29\
4/21/20,4/19/20,92028,10\
4/21/20,4/19/20,92029,13\
4/21/20,4/19/20,92036,2\
4/21/20,4/19/20,92037,34\
4/21/20,4/19/20,92040,18\
4/21/20,4/19/20,92054,13\
4/21/20,4/19/20,92056,15\
4/21/20,4/19/20,92057,16\
4/21/20,4/19/20,92058,11\
4/21/20,4/19/20,92061,2\
4/21/20,4/19/20,92064,21\
4/21/20,4/19/20,92065,12\
4/21/20,4/19/20,92066,2\
4/21/20,4/19/20,92067,12\
4/21/20,4/19/20,92069,13\
4/21/20,4/19/20,92071,23\
4/21/20,4/19/20,92075,5\
4/21/20,4/19/20,92078,17\
4/21/20,4/19/20,92081,14\
4/21/20,4/19/20,92082,4\
4/21/20,4/19/20,92083,10\
4/21/20,4/19/20,92084,18\
4/21/20,4/19/20,92091,2\
4/21/20,4/19/20,92093,4\
4/21/20,4/19/20,92101,44\
4/21/20,4/19/20,92102,33\
4/21/20,4/19/20,92103,78\
4/21/20,4/19/20,92104,48\
4/21/20,4/19/20,92105,60\
4/21/20,4/19/20,92106,9\
4/21/20,4/19/20,92107,6\
4/21/20,4/19/20,92108,29\
4/21/20,4/19/20,92109,30\
4/21/20,4/19/20,92110,25\
4/21/20,4/19/20,92111,25\
4/21/20,4/19/20,92113,64\
4/21/20,4/19/20,92114,68\
4/21/20,4/19/20,92115,45\
4/21/20,4/19/20,92116,38\
4/21/20,4/19/20,92117,27\
4/21/20,4/19/20,92118,7\
4/21/20,4/19/20,92119,15\
4/21/20,4/19/20,92120,22\
4/21/20,4/19/20,92121,3\
4/21/20,4/19/20,92122,18\
4/21/20,4/19/20,92123,19\
4/21/20,4/19/20,92124,16\
4/21/20,4/19/20,92126,43\
4/21/20,4/19/20,92127,28\
4/21/20,4/19/20,92128,39\
4/21/20,4/19/20,92129,24\
4/21/20,4/19/20,92130,27\
4/21/20,4/19/20,92131,10\
4/21/20,4/19/20,92136,3\
4/21/20,4/19/20,92139,39\
4/21/20,4/19/20,92140,13\
4/21/20,4/19/20,92145,3\
4/21/20,4/19/20,92154,107\
4/21/20,4/19/20,92161,1\
4/21/20,4/19/20,92173,59\
4/21/20,4/19/20,Unknown,31\
4/21/20,4/19/20,Total,2325\
4/22/20,4/20/20,91901,3\
4/22/20,4/20/20,91902,22\
4/22/20,4/20/20,91905,2\
4/22/20,4/20/20,91910,73\
4/22/20,4/20/20,91911,106\
4/22/20,4/20/20,91913,47\
4/22/20,4/20/20,91914,14\
4/22/20,4/20/20,91915,31\
4/22/20,4/20/20,91916,1\
4/22/20,4/20/20,91932,16\
4/22/20,4/20/20,91935,6\
4/22/20,4/20/20,91941,18\
4/22/20,4/20/20,91942,37\
4/22/20,4/20/20,91945,19\
4/22/20,4/20/20,91950,71\
4/22/20,4/20/20,91963,2\
4/22/20,4/20/20,91977,59\
4/22/20,4/20/20,91978,7\
4/22/20,4/20/20,92003,1\
4/22/20,4/20/20,92004,1\
4/22/20,4/20/20,92007,4\
4/22/20,4/20/20,92008,9\
4/22/20,4/20/20,92009,18\
4/22/20,4/20/20,92010,13\
4/22/20,4/20/20,92011,10\
4/22/20,4/20/20,92014,16\
4/22/20,4/20/20,92019,54\
4/22/20,4/20/20,92020,80\
4/22/20,4/20/20,92021,77\
4/22/20,4/20/20,92024,30\
4/22/20,4/20/20,92025,31\
4/22/20,4/20/20,92026,14\
4/22/20,4/20/20,92027,29\
4/22/20,4/20/20,92028,10\
4/22/20,4/20/20,92029,13\
4/22/20,4/20/20,92036,2\
4/22/20,4/20/20,92037,34\
4/22/20,4/20/20,92040,18\
4/22/20,4/20/20,92054,12\
4/22/20,4/20/20,92056,14\
4/22/20,4/20/20,92057,16\
4/22/20,4/20/20,92058,13\
4/22/20,4/20/20,92059,1\
4/22/20,4/20/20,92061,2\
4/22/20,4/20/20,92064,21\
4/22/20,4/20/20,92065,12\
4/22/20,4/20/20,92066,2\
4/22/20,4/20/20,92067,12\
4/22/20,4/20/20,92069,13\
4/22/20,4/20/20,92071,27\
4/22/20,4/20/20,92075,5\
4/22/20,4/20/20,92078,17\
4/22/20,4/20/20,92081,14\
4/22/20,4/20/20,92082,5\
4/22/20,4/20/20,92083,10\
4/22/20,4/20/20,92084,19\
4/22/20,4/20/20,92091,2\
4/22/20,4/20/20,92093,4\
4/22/20,4/20/20,92101,46\
4/22/20,4/20/20,92102,34\
4/22/20,4/20/20,92103,78\
4/22/20,4/20/20,92104,48\
4/22/20,4/20/20,92105,62\
4/22/20,4/20/20,92106,9\
4/22/20,4/20/20,92107,6\
4/22/20,4/20/20,92108,31\
4/22/20,4/20/20,92109,31\
4/22/20,4/20/20,92110,26\
4/22/20,4/20/20,92111,25\
4/22/20,4/20/20,92113,68\
4/22/20,4/20/20,92114,71\
4/22/20,4/20/20,92115,46\
4/22/20,4/20/20,92116,38\
4/22/20,4/20/20,92117,29\
4/22/20,4/20/20,92118,7\
4/22/20,4/20/20,92119,15\
4/22/20,4/20/20,92120,22\
4/22/20,4/20/20,92121,3\
4/22/20,4/20/20,92122,19\
4/22/20,4/20/20,92123,19\
4/22/20,4/20/20,92124,16\
4/22/20,4/20/20,92126,45\
4/22/20,4/20/20,92127,28\
4/22/20,4/20/20,92128,39\
4/22/20,4/20/20,92129,24\
4/22/20,4/20/20,92130,29\
4/22/20,4/20/20,92131,10\
4/22/20,4/20/20,92136,3\
4/22/20,4/20/20,92139,42\
4/22/20,4/20/20,92140,13\
4/22/20,4/20/20,92145,3\
4/22/20,4/20/20,92154,132\
4/22/20,4/20/20,92161,1\
4/22/20,4/20/20,92173,66\
4/22/20,4/20/20,Unknown,31\
4/22/20,4/20/20,Total,2434}
